Retained Earnings,Total debt/total asset,Employees,total asset/total liabilities,gross profit/rev,Cash,EBTI/total asset,EBTI/REV,Net Cash Flow
0.1856021025635591,0.0004400317924305062,0.0014398942092640962,0.0006808033807246095,0.004707463976311753,0.01645701703214993,0.9995188224347445,0.9202270966854561,0.5221941852808
0.1902480897828552,0.0003178714900166439,0.02379486193275413,0.00045806793789256525,0.00445874098897671,0.04714446516748692,0.9995237945583298,0.9006367408381866,0.5394728407508202
0.16692076599442565,0.0015816636779236687,0.00010835814049377267,0.0002796055985571403,0.004791377204538774,0.009868557484533034,0.9994722554974663,0.7826427392425431,0.5214946007843869
0.1746441856275368,0.0006547480368353129,0.007666582489800394,0.0002862663808262829,0.004506386561691447,0.04122059633065212,0.9994933018231159,0.9058871356115756,0.5241580661891969
0.18728500121872385,0.000798694629210936,0.001793766514930696,0.0003520913957393466,0.004635773630929841,0.004987223833507243,0.9995087908570488,0.945423360282653,0.5604170187471955
0.17640169137673403,0.0007567368454543465,0.0015863241288502756,0.0002873456084310336,0.004793691642395245,0.0006556515023292882,0.9995673816625696,0.9159759981728698,0.5212361377397304
0.17527553544366847,0.0007263320407964413,0.0001391084236068703,0.0006214255349873726,0.004485402971571244,0.00126385454067422,0.9994931706842036,0.9032086311757942,0.5181056241586489
0.17931245747713567,0.000703984219118808,0.0012812617963790687,0.0005640183852537895,0.004603237551848988,0.003198790577679914,0.9995463608728794,0.9265304109442,0.5226396424221587
0.43606786702133293,0.0005866357491842103,0.04640608201551998,0.00031256969813387515,0.004692537410978902,0.06429985786001266,0.9995277021207152,0.9193694651673502,0.5859125053176301
0.18013098631850022,0.0004294648439907971,0.0007321495979308964,0.0003908751674846935,0.004596143649191228,0.0008996721742488354,0.9995304469848336,0.9181994848643652,0.5209744812032704
0.1768994393870349,0.0005693925772589071,0.002538118606160441,0.00044052876083395864,0.004508750609066067,0.0013241859815464503,0.9995295171786489,0.9099411694399784,0.523501757003246
0.17422214262248176,0.00041782236367215694,0.00019755836650835355,0.0009317318871214959,0.004512599107517806,0.002302881415812868,0.9995228857333197,0.917353410849621,0.5217487048292823
0.1730085522620574,0.00043705675231214965,0.002989610858217827,0.0004988660247814547,0.004613090781793576,0.005074315386448226,0.9995347019159828,0.9161104829507918,0.5229972202635214
0.1673588495246977,0.0008946778958294806,4.2708726545968955e-05,0.0005925074570855089,0.0045386476957785605,0.0005677629795170526,0.9994829340634236,0.915318856041436,0.5133759345916934
0.17345059929419993,0.0017024854748681115,0.0003660747989654482,0.00019055468218874409,0.00464756406034442,8.083903673455975e-05,0.9995377218966577,0.9180172339158337,0.5211145577771432
0.1762230158646051,0.000800773654916512,0.0006223271582412619,0.0003702542657068093,0.00459817166788683,0.00041163083040974115,0.999540396349926,0.9157898639023132,0.5215077010938293
0.18521423045537883,0.0010364707379590245,0.0032946731906890337,0.00033822274010599255,0.004606154974027439,0.001446048426189909,0.9995450080161326,0.93975290001395,0.5431325357373877
0.17879212386473226,0.0002965607681248471,0.008907820108159239,0.00039757013592232367,0.004661987374928234,0.0007458816376498426,0.9995318946084667,0.9105503308111877,0.5222564816811287
0.17812804018609382,0.0005593874110883757,0.0034655080968729094,0.000515705399892253,0.004605364522957358,0.0009070667400645793,0.9995181262414861,0.9155484718544904,0.5209138747894801
0.17572291730693826,2.537397069321736e-06,0.004270872654596896,0.0010652127036211382,0.004484421644947806,0.004733697036422345,0.9996330219277942,0.9139876271467745,0.5217751676874574
0.18135034601159378,0.000448223390145301,0.0055765394375736615,0.0005601779164796842,0.004530696671549964,0.01945592427964605,0.9995147251398325,0.9253064884986598,0.5165939195449857
0.1732656394061106,0.0011289879018546909,0.00039047978556314475,0.00039285072578468206,0.004760957362045587,0.00021390835668099023,0.9995359631952728,0.943308161980863,0.5217583668902499
0.18502347368086391,0.00023673317464957333,0.01573816573218956,0.0005440012604683193,0.004463027855106863,0.023522935478305165,0.9995346031282839,0.9073071882634155,0.5387443982773793
0.17517836818177002,0.00013349469562744712,6.15005662261953e-05,0.0003047755793214385,0.004700280554218105,0.001125518646630132,0.999505394490211,0.9577731419343898,0.5211036544502008
0.17623398014010025,0.0004843884351752978,0.001461614647336046,0.00035489921201223713,0.0044649726779049746,0.0003366581492223382,0.999511356381111,0.9008047826407942,0.5229921969242245
0.16169818887040197,0.0005912402368722994,0.0003538723056665999,0.00042188563758426483,0.004541154764459979,0.00014181133997748766,0.9995513679541671,0.9273086792302672,0.5211302571693308
0.19249690020241414,0.00046508303256994113,0.0002811454456054642,0.000658990718086937,0.00461086331349311,0.02244661534290245,0.9994914065577643,0.9224598889766731,0.5331091673028397
0.17867058212609022,0.0008119814232620846,0.0009661934194028063,0.00035974222844610836,0.004739065237034645,0.001136692657196145,0.9995406640528052,0.9497686538972635,0.5389291312886438
0.19264950562202604,0.00041354492162255134,0.0016705213326123286,0.0003686072552614618,0.004569364520636007,0.0010845363196424318,0.9995086696601694,0.9327094069578296,0.5435229809031521
0.17486639819416921,0.0007182892558367982,0.00015741216355514274,0.0004583494929159075,0.004718870934430071,0.00012998825085653722,0.9995264985615289,0.9275988606952658,0.5213308352612778
0.1617962611672195,0.0011408314690974314,0.0005971900220456345,0.00032894878693830724,0.004749546484678275,0.004249821297992787,0.9995187753533935,0.9421278879808541,0.5215281732411028
0.17618988989095072,0.0005994115437464081,0.0011104268901951928,0.00042060402550442435,0.0044414577926133,0.0012637559464633433,0.9995464420474239,0.9010637523429833,0.5219222256539957
0.1753048399232734,0.0007760577644679618,0.00134227426287331,0.0003557599861589013,0.004533471094055544,0.0005209060807979558,0.999510405450087,0.9066933043535191,0.5207495381674718
0.17143099373681925,0.0007626491378778929,0.003172648257700551,0.0002720904639774965,0.004859934299500519,0.06858870603314408,0.9995656956087404,0.9342697066280734,0.5223282186959132
0.1747944595754602,0.0010598559497461656,0.002806573458735103,0.00027977607740374604,0.004608787351091738,0.0029882262079844878,0.9995293101145364,0.9139839252800261,0.5229692480725412
0.23061858182935746,0.00031053335242310897,0.005539931957677116,0.0003054613622021482,0.00456342683443708,0.06591844615523659,0.9994859439465189,0.9315726432689835,0.6986171248084196
0.18368944797108974,0.0003465756044598488,0.003565568541923465,0.0004544941250706871,0.004582682564905006,0.0068169680636918605,0.999513975381226,0.9101107363176565,0.5249506116003008
0.17695039052150782,0.0005615571191937751,0.00024929693809547026,0.00042740065188265954,0.004556070700518258,0.000466744994289752,0.9995018218211603,0.9301643192772714,0.5222994656146015
0.17964667606320409,0.00036254728398228626,0.0005057933472372609,0.0005649530362173802,0.004653142870098597,0.003475445933399611,0.9995378709767408,0.9213644440311882,0.5221982645586513
0.1746188510083615,0.0008630467639847519,0.000625377781565974,0.00033391060014489963,0.0045829828788940255,0.00037451011001470697,0.9995218439114771,0.9118784861601793,0.5216791881071569
0.17497303547016246,0.0010463959895563018,0.00042708726545968953,0.00038904832198181395,0.004773884753139255,0.001835857071258966,0.9995472909203057,0.94440236338121,0.5204706379407805
0.1980754760971164,0.000307554277601131,0.006113449142722985,0.0004958669238037601,0.004488690279524493,0.021123809680308272,0.9995185252474659,0.9022228078293579,0.5226778710831649
0.18215491569610326,0.0004749464213630497,9.334907373618929e-05,0.0005169275452209348,0.0044846049702606345,0.009531595336493824,0.9994929140532318,0.9094759700509399,0.5240525877190426
0.17592140820889987,0.0009632603527233751,0.00037864336706326196,0.0003894262768532273,0.00458437638854308,0.0006359326601539714,0.9995183568025265,0.9239664068029159,0.5236446599339157
0.1763541272347686,0.0005135307574067335,0.0015519130977475234,0.0005687029231761986,0.004583137136979457,0.0008667581401845356,0.9995246804819546,0.9122141488697498,0.5209440264803408
0.17509060734837487,0.000336249417861269,0.00030237778394546025,0.0007920329379119157,0.004527532872270748,0.0006988029019562736,0.9995374597563768,0.9134260381774616,0.5210695575149039
0.21248821017157513,0.0007404097182866131,0.00671137131436655,0.0005138925926465909,0.004584579269171829,0.03532137604653647,0.9994934243857106,0.9282653917100273,0.5795546594094372
